Situação,Imagem,Ano,KM,Título,UF,Link,Valor do Lance,Data Leilão
Leilão ao vivo em: 3 dias 14h21m34s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441686342_00b6676f-c860-48f0-a351-d22435d0bbd7_pequena_leilo.webp,2010,357.787 km,VOLKSWAGEN/AMAROK CABINE DUPLA HIGHLINE,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/amarok-cabine-dupla-highline/ano.2011/391ef599-f078-11ef-bd15-02420a00000b,"R$ 39.200,00",24/06/2025
Leilão ao vivo em: 3 dias 14h22m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441717622_a9bacfad-e808-4b10-9d8f-c1d0e21a4cad_pequena_leilo.webp,2012,92.799 km,FORD/FIESTA SEDAN 1.6 FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/80780d0d-f69e-11ef-9028-02420a000044,"R$ 17.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h22m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441750887_22355f63-8fd3-4a18-a95e-7977f68e2e2a_pequena_leilo.webp,2010,106.981 km,CHEVROLET/AGILE LT (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/agile-lt-(4p)/ano.2010/08be9f02-000b-11f0-8c72-02420a00002d,"R$ 14.200,00",24/06/2025
Leilão ao vivo em: 3 dias 14h23m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442802565_83f78f62-84bf-4825-a0ca-55107f2c3355_pequena_leilo.webp,2008,145.911 km,CHEVROLET/CLASSIC LIFE (2P/4P),MT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/chevrolet/classic-life-(2p%2F4p)/ano.2008/b0816398-c4f4-11ee-843f-02420a00007b,"R$ 11.300,00",24/06/2025
Leilão ao vivo em: 3 dias 14h23m32s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442736232_d12a9341-75b8-4cbe-be08-21b7d193763f_pequena_leilo.webp,2010,219.590 km,VOLKSWAGEN/GOL 1.0 (2P/4P),ES,https://leilo.com.br/leilao/serra-espirito-santo/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/a7f81829-37f5-11f0-bd5d-02420a000005,"R$ 12.900,00",24/06/2025
Leilão ao vivo em: 3 dias 14h24m1s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442675379_458cd8f6-6351-4b3a-ad25-c04f2e3f8e5f_pequena_leilo.webp,2011,103.349 km,RENAULT/SANDERO EXPRESSION (4P),ES,https://leilo.com.br/leilao/serra-espirito-santo/carros/renault/sandero-expression-(4p)/ano.2012/02695953-37d3-11f0-bd5d-02420a000005,"R$ 16.000,00",24/06/2025
Leilão ao vivo em: 3 dias 14h24m29s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442650275_1cf21a64-7c36-46fa-8c34-9073d4aa35ec_pequena_leilo.webp,2013,N/A,CITROEN/C4 GLX5P F (4P),MT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/citroen/c4-glx5p-f-(4p)/ano.2014/f33e5d8c-120e-11ef-b80e-02420a000059,"R$ 21.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h24m58s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,154.636 km,FORD/FIESTA HATCH S (4P),MT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/ford/fiesta-hatch-s-(4p)/ano.2015/f414fed7-8712-11ef-8310-02420a000019,"R$ 23.000,00",24/06/2025
Leilão ao vivo em: 3 dias 17h17m27s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440989770_35d6cd50-8d4b-475d-933a-73daf327afbb_pequena_leilo.webp,2017,40.392 km,FORD/KA HATCH SE 1.0 B (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/616f8468-2ce1-11f0-9f79-02420a000005,"R$ 12.300,00",24/06/2025
Leilão ao vivo em: 3 dias 17h17m55s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440912518_3982ae44-4a7e-4487-b8c1-4e9127d17a16_pequena_leilo.webp,2023,27.428 km,HONDA/CITY EX,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/honda/city--ex/ano.2024/1811b640-3cb1-11f0-b593-02420a000005,"R$ 33.900,00",24/06/2025
Leilão ao vivo em: 3 dias 17h18m24s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440939789_4b951b1c-49d9-426d-9781-f0bfdbf824e8_pequena_leilo.webp,2017,N/A,PEUGEOT/408 BUSINESS,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/peugeot/408-business/ano.2018/0dc6dc5b-3cb4-11f0-b593-02420a000005,"R$ 16.700,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2012,N/A,FORD/FIESTA SEDAN 1.6 FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/c4da2e28-1ac6-11f0-abeb-02420a0000a3,"R$ 9.500,00",24/06/2025
Leilão ao vivo em: 3 dias 17h20m52s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440901760_431e8d10-17f3-423e-94aa-395e9896c520_pequena_leilo.webp,2006,N/A,HONDA/FIT LXL (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/honda/fit-lxl-(4p)/ano.2007/c925d7d9-fdb0-11ef-8c72-02420a00002d,"R$ 9.200,00",24/06/2025
Leilão ao vivo em: 3 dias 17h21m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440832590_b3bc71d7-2c66-4d09-a9f0-fb2113fd6058_pequena_leilo.webp,2014,N/A,VOLKSWAGEN/VOYAGE TRENDLINE MB (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/voyage-trendline-mb-(4p)/ano.2015/08e032cd-2792-11f0-9f79-02420a000005,"R$ 12.400,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2011,192.405 km,VOLKSWAGEN/VOYAGE 1.0 (4P),AM,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/voyage-1.0-(4p)/ano.2011/8ee4513b-207b-11f0-bcc9-02420a000216,"R$ 8.600,00",24/06/2025
Leilão ao vivo em: 3 dias 17h22m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441456315_c957231e-3baa-4fe3-8c92-bb8f1da7d4e8_pequena_leilo.webp,2011,158.220 km,VOLKSWAGEN/GOL 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2011/134c9a5c-34e9-11f0-9f79-02420a000005,"R$ 7.500,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,N/A,CHEVROLET/ONIX LT 1.4 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2014/da109169-35ac-11f0-9f79-02420a000005,"R$ 22.000,00",24/06/2025
Leilão ao vivo em: 3 dias 17h23m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440824603_ee2d5b4d-b9de-4dfb-8519-0d8192cbb649_pequena_leilo.webp,2015,187.621 km,CITROEN/C3 90M TENDANCE (4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/citroen/c3-90m-tendance-(4p)/ano.2016/28ae9399-206e-11f0-bcc9-02420a000216,"R$ 12.400,00",24/06/2025
Leilão ao vivo em: 3 dias 17h24m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750431476133_720fbc91-97a2-4df0-b2a7-d011de2f1bba_pequena_leilo.webp,2018,116.525 km,FORD/KA TECNO B (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-tecno-b-(4p)/ano.2018/36f9e79d-34eb-11f0-9f79-02420a000005,"R$ 12.100,00",24/06/2025
Leilão ao vivo em: 3 dias 17h25m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440697844_b2ed9aa4-eb9c-439d-8f29-4d16d03f89b9_pequena_leilo.webp,2018,N/A,HYUNDAI/HB20 COMFORT (4P),PA,https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-comfort-(4p)/ano.2019/ab94a655-2534-11f0-bcc9-02420a000216,"R$ 16.000,00",24/06/2025
Leilão ao vivo em: 3 dias 17h25m47s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750445599230_83554059-4a8b-4708-a7fd-e4d00bf93b20_pequena_leilo.webp,2009,218.624 km,VOLKSWAGEN/GOL 1.0 (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/e454abe9-707a-11ef-9f48-02420a0000f9,"R$ 7.000,00",24/06/2025
Leilão ao vivo em: 3 dias 17h26m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750445426274_fc1ea1b8-7401-46d5-af7f-1f904aaffb36_pequena_leilo.webp,2011,149.832 km,PEUGEOT/207 PASSION XR (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/207-passion-xr-(4p)/ano.2012/93de9771-e8a2-11ef-903d-02420a000042,"R$ 11.300,00",24/06/2025
Leilão ao vivo em: 3 dias 17h26m43s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750445962398_f7eb517c-8592-4730-a718-ae7206fcbc5d_pequena_leilo.webp,2015,273.987 km,FORD/FIESTA SD SEA (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-sd-sea-(4p)/ano.2015/a94ed2d1-09b6-11f0-8c72-02420a00002d,"R$ 24.400,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2019,104.376 km,FIAT/STRADA HARD WORKING CABINE SIMPLES CC E,MT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/fiat/strada-hard-working-cabine-simples-cc-e/ano.2019/f1b1db50-2b4e-11f0-9f79-02420a000005,"R$ 16.900,00",24/06/2025
Leilão ao vivo em: 3 dias 17h27m41s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750431885703_044ac462-fdf2-47c7-8e6d-5d5f0604911b_pequena_leilo.webp,2019,108.880 km,VOLKSWAGEN/VOYAGE AF5,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/voyage-af5/ano.2020/c13aab07-2f5d-11f0-9f79-02420a000005,"R$ 18.100,00",24/06/2025
Leilão ao vivo em: 3 dias 17h28m9s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440747336_19036716-f38e-441a-a3ad-71cb97da61a5_pequena_leilo.webp,2022,45.554 km,JAC/E JS1 (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/jac/e-js1-(4p)/ano.2023/41e959dd-1222-11f0-8c72-02420a00002d,"R$ 25.900,00",24/06/2025
Leilão ao vivo em: 3 dias 17h28m23s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440647998_606831c8-c7da-4483-88b6-599b6fe6beef_pequena_leilo.webp,2019,36.311 km,VOLKSWAGEN/GOL MC4 (4P/2P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2019/961e6650-1224-11f0-8c72-02420a00002d,"R$ 13.800,00",24/06/2025
Leilão ao vivo em: 3 dias 17h28m53s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440582382_ab0ae624-916e-4fe0-b522-0cafa5e703a4_pequena_leilo.webp,2016,140.917 km,CHEVROLET/PRISMA LTZ 1.4 AUTOMATICO (4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/prisma-ltz-1.4-automatico-(4p)/ano.2016/126aeafb-3321-11f0-9f79-02420a000005,"R$ 16.600,00",24/06/2025
Leilão ao vivo em: 3 dias 17h29m22s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440423648_97aa116f-ce2a-4b56-b40d-e7096340afee_pequena_leilo.webp,2014,126.097 km,CAOA-CHERY/CELER FLEX HATCHBACK (4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/caoa-chery/celer-flex-hatchback-(4p)/ano.2015/f4464104-3ccd-11f0-b593-02420a000005,"R$ 8.100,00",24/06/2025
Leilão ao vivo em: 3 dias 17h29m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433000787_ea78544c-8664-423a-8ce6-59704a446cc3_pequena_leilo.webp,2015,N/A,JEEP/RENEGADE SPORT MT,BA,https://leilo.com.br/leilao/candeias-bahia/carros/jeep/renegade-sport-mt/ano.2016/ca28b363-25f5-11f0-bcc9-02420a000216,"R$ 19.000,00",24/06/2025
Leilão ao vivo em: 3 dias 17h30m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750432170188_8f453639-d642-441a-8b7d-becbe3266971_pequena_leilo.webp,2022,36.882 km,CAOA-CHERY/TIGGO 8 PHEV,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/caoa-chery/tiggo-8-phev/ano.2023/a8c91ff5-2f63-11f0-9f79-02420a000005,"R$ 53.500,00",24/06/2025
Leilão ao vivo em: 3 dias 17h30m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433373816_b2a496fa-5767-4e40-8401-4e49792867a7_pequena_leilo.webp,2010,N/A,CHEVROLET/ASTRA HB 4P ADVANTAGE (2P/4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/astra-hb-4p-advantage-(2p%2F4p)/ano.2011/ecf9a6be-ff47-11ef-8c72-02420a00002d,"R$ 11.300,00",24/06/2025
Leilão ao vivo em: 3 dias 17h31m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440373912_bf799b74-f085-4420-8fa2-0162158e1675_pequena_leilo.webp,2020,N/A,FIAT/MOBI LIKE (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/mobi-like-(4p)/ano.2021/2049f0f2-04bc-11f0-8c72-02420a00002d,"R$ 14.700,00",24/06/2025
Leilão ao vivo em: 3 dias 17h31m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433452606_d41c8624-63e7-45cb-8899-f87d7bb754ba_pequena_leilo.webp,2019,N/A,TOYOTA/COROLLA GLI 1.8 CVT AUTOMATICO,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/toyota/corolla-gli-1.8-cvt-automatico/ano.2019/57c8d78c-0fec-11f0-8c72-02420a00002d,"R$ 26.700,00",24/06/2025
Leilão ao vivo em: 3 dias 17h32m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433586986_0c954c86-f8d4-4b20-851d-e42054ccea5c_pequena_leilo.webp,2010,155.513 km,CHEVROLET/CAPTIVA SPORT FWD 4X2,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/captiva-sport-fwd-4x2/ano.2010/f2db7c64-a422-11ef-8e48-02420a000017,"R$ 10.900,00",24/06/2025
Leilão ao vivo em: 3 dias 17h32m48s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440364734_89112a68-0f4c-4ccb-999c-9dfbd9b7c01e_pequena_leilo.webp,2008,588.301 km,FIAT/PALIO WEEKEND ADVENTURE FLEX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-weekend-adventure-flex/ano.2009/fc5aa18c-3575-11f0-9f79-02420a000005,"R$ 9.400,00",24/06/2025
Leilão ao vivo em: 3 dias 17h33m46s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440415827_bcbe402e-b8b6-4eee-b8ad-4d57ea094a01_pequena_leilo.webp,2019,92.394 km,NISSAN/KICKS S DIRECT CVT,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nissan/kicks-s-direct-cvt/ano.2020/c8704330-25f1-11f0-bcc9-02420a000216,"R$ 23.800,00",24/06/2025
Leilão ao vivo em: 3 dias 17h34m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750435896170_50b92095-b3d5-414f-b36a-daadc2d990f7_pequena_leilo.webp,2013,104.102 km,FORD/FIESTA SD SEA (4P),PA,https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-sd-sea-(4p)/ano.2014/9d8f98e6-34ec-11f0-9f79-02420a000005,"R$ 11.700,00",24/06/2025
Leilão ao vivo em: 3 dias 17h34m43s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750437214151_55530f42-8c38-479b-a4ba-6cdc4266f2c2_pequena_leilo.webp,2024,18.147 km,HYUNDAI/HB20 10M COMFORT,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20-10m-comfort/ano.2025/365a4380-f697-11ef-9028-02420a000044,"R$ 24.900,00",24/06/2025
Leilão ao vivo em: 3 dias 17h35m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750437604400_ceba0b2a-68f7-440d-84e6-d4b70ed7b2a1_pequena_leilo.webp,2013,243.308 km,FORD/FOCUS HC FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/focus-hc-flex-(4p)/ano.2013/e1b2c772-2d15-11f0-9f79-02420a000005,"R$ 11.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2011,223.481 km,FORD/FIESTA SEDAN 1.6 FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2012/a37ee3db-6d2c-11ee-b57d-02420a0000d3,"R$ 9.200,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2013,201.968 km,CHEVROLET/CLASSIC LS (2P/4P),RO,https://leilo.com.br/leilao/porto-velho-rondonia/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2013/1cc574ed-0b02-11f0-8c72-02420a00002d,"R$ 8.200,00",24/06/2025
Leilão ao vivo em: 3 dias 17h36m38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750451228453_74a3fd09-7b03-41a6-962d-d21710888684_pequena_leilo.webp,2025,N/A,FIAT/MOBI LIKE,BA,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/mobi-like/ano.2025/cf64c632-324c-11f0-9f79-02420a000005,"R$ 19.800,00",24/06/2025
Leilão ao vivo em: 3 dias 17h37m7s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750451246805_0eff3506-506b-4167-9abd-7d3b4fe73056_pequena_leilo.webp,2014,125.097 km,FIAT/SIENA EL FLEX (4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/fiat/siena-el-flex-(4p)/ano.2015/61e846bd-154b-11f0-b6cf-02420a00009e,"R$ 10.400,00",24/06/2025
Leilão ao vivo em: 3 dias 17h37m36s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750451201398_bdaa2769-bef0-45b7-8ef8-df684c1a7ab1_pequena_leilo.webp,2018,110.714 km,VOLKSWAGEN/VIRTUS COMFORTLINE AD,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/virtus-comfortline-ad/ano.2019/d3141a78-2f6e-11f0-9f79-02420a000005,"R$ 21.800,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,67.020 km,FIAT/MOBI LIKE (4P),AM,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/mobi-like-(4p)/ano.2024/4abcb34c-f2dd-11ef-bd15-02420a00000b,"R$ 17.500,00",24/06/2025
Leilão ao vivo em: 3 dias 17h49m35s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449693316_a9bdcda6-86e0-4ae3-bd14-0c1c41d52013_pequena_leilo.webp,2009,198.047 km,CHEVROLET/CORSA SEDAN PREMIUM (2P/4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/corsa-sedan-premium-(2p%2F4p)/ano.2009/d8a89917-f37d-11ee-b80e-02420a000059,"R$ 7.900,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2018,60.881 km,HONDA/HR-V EX CVT AUTOMATICO,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/honda/hr-v-ex-cvt-automatico/ano.2018/fd2b5506-2b89-11f0-9f79-02420a000005,"R$ 27.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,3.725 km,VOLKSWAGEN/VIRTUS COMFORT LINE AC,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/virtus-comfort-line-ac/ano.2024/a26850a9-ceb8-11ef-8e48-02420a000017,"R$ 33.400,00",24/06/2025
Leilão ao vivo em: 3 dias 17h53m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750438480750_22473d6d-13fa-4578-8d15-d5f40ce30820_pequena_leilo.webp,2024,2.870 km,HYUNDAI/CRETA 1TF LIMITED,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/hyundai/creta-1tf-limited/ano.2025/8b6837f4-1bca-11f0-abeb-02420a0000a3,"R$ 42.700,00",24/06/2025
Leilão ao vivo em: 3 dias 17h54m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750438533655_d4742319-2f3e-4867-b29b-9c9f86c6b181_pequena_leilo.webp,2018,67.833 km,AUDI/A3 LIMOUSINE,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/audi/a3-limousine/ano.2019/b6ac5a14-3638-11f0-bd5d-02420a000005,"R$ 31.800,00",24/06/2025
Leilão ao vivo em: 3 dias 17h54m32s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750438563843_79bb5954-58cd-4cc4-ad04-dfa43ff58ad3_pequena_leilo.webp,2014,141.116 km,CHEVROLET/PRISMA LT 1.4 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-1.4-mecanico-(4p)/ano.2014/d392fa63-328d-11f0-9f79-02420a000005,"R$ 13.100,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2020,N/A,MITSUBISHI/TRITON SPORT OUTDOOR HPE S (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/mitsubishi/triton-sport-outdoor-hpe-s-(4p)/ano.2021/52d60f19-2133-11f0-bcc9-02420a000216,"R$ 52.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,N/A,RENAULT/KWID INTENSE 2 (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-intense-2-(4p)/ano.2024/ffcbcf52-213b-11f0-bcc9-02420a000216,"R$ 17.800,00",24/06/2025
Leilão ao vivo em: 3 dias 17h57m28s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441414934_209434b4-fad6-47bd-a79d-0829468eef10_pequena_leilo.webp,2019,138.358 km,RENAULT/KWID OUTSIDER (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-outsider-(4p)/ano.2020/34c3be94-328c-11f0-9f79-02420a000005,"R$ 13.300,00",24/06/2025
Leilão ao vivo em: 3 dias 17h57m57s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441389913_94c1c36a-abb9-4c61-8346-9aa313d4b7a2_pequena_leilo.webp,2018,79.869 km,TOYOTA/COROLLA GLI UPPER,AM,https://leilo.com.br/leilao/manaus-amazonas/carros/toyota/corolla-gli-upper/ano.2019/49f2861b-e986-11ef-903d-02420a000042,"R$ 27.100,00",24/06/2025
Leilão ao vivo em: 3 dias 17h59m11s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,5.254 km,HONDA/CITY HATCH EXL,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/honda/city-hatch-exl/ano.2023/81fd6221-f999-11ee-b80e-02420a000059,"R$ 33.300,00",24/06/2025
Leilão ao vivo em: 3 dias 18h9s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441353963_24f2fe44-6fd9-4d67-be04-0e7bb42d584f_pequena_leilo.webp,2012,N/A,CITROEN/C3 AIRCROSS EXC,AM,https://leilo.com.br/leilao/manaus-amazonas/carros/citroen/c3-aircross-exc/ano.2013/facd044b-275c-11ef-b7fa-02420a00001f,"R$ 11.100,00",24/06/2025
Leilão ao vivo em: 3 dias 18h38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441328720_6c48f2ba-b44e-4a44-b509-6f0b5a3df768_pequena_leilo.webp,2023,N/A,CHEVROLET/ONIX 1.0 TURBO AUTOMATICO PREMIER2,AM,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-1.0-turbo-automatico-premier2/ano.2024/8e947be8-7218-11ef-8b26-02420a000015,"R$ 31.400,00",24/06/2025
Leilão ao vivo em: 3 dias 18h1m7s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441299297_4431144e-215b-430c-bf5c-311bb7a32eec_pequena_leilo.webp,2011,151.390 km,VOLKSWAGEN/SPACECROSS GII,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/spacecross-gii/ano.2012/0c6757ef-37d5-11f0-bd5d-02420a000005,"R$ 11.400,00",24/06/2025
Leilão ao vivo em: 3 dias 18h1m36s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441273776_50afd2b8-e1cd-471c-8df5-1c6d313c2728_pequena_leilo.webp,2007,165.179 km,CITROEN/C3 EXCL FLEX (2P/4P),PA,https://leilo.com.br/leilao/benevides-para/carros/citroen/c3-excl-flex-(2p%2F4p)/ano.2007/ee4736e7-29ef-11f0-9f79-02420a000005,"R$ 5.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 17:00,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2021,N/A,FIAT/UNO ATTRACTIVE (4P/2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-attractive-(4p%2F2p)/ano.2021/aeb7f11f-370f-11f0-bd5d-02420a000005,"R$ 14.400,00",24/06/2025
Leilão ao vivo em: 3 dias 18h4m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441213042_404ed3d6-1f36-43c7-828e-98b8992e220e_pequena_leilo.webp,2011,155.392 km,FORD/FIESTA SEDAN 1.6 FLEX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2011/a3e68648-22a8-11f0-bcc9-02420a000216,"R$ 9.100,00",24/06/2025
